forum,year,accept,decision_raw,decision_parse_success,title,abstract,keywords_raw,keyword_document,keyword_count,title_length,abstract_length,topic_cluster,link,num_reviews,mean_score,score_std,rating_parse_success_share,confidence_mean,confidence_parse_success_share,mean_sentiment,mean_politeness,mean_toxicity,mean_constructiveness,review_length_mean,confidence_missing,confidence_mean_imputed,mean_score_percentile,year_topic_cluster,parse_status,mean_sentiment_z,within_year_sentiment_median,high_sentiment,borderline_window,propensity_score,propensity_logit
EVV259WQuFG,2021,0,Reject,1,Machine Reading Comprehension with Enhanced Linguistic Verifiers,"We propose two linguistic verifiers for span-extraction style machine reading comprehension to respectively tackle two challenges: how to evaluate the syntactic completeness of predicted answers and how to utilize the rich context of long documents. Our first verifier rewrites a question through replacing its interrogatives by the predicted answer phrases and then builds a cross-attention scorer between the rewritten question and the segment, so that the answer candidates are scored in a \\emph{position-sensitive} context. Our second verifier builds a hierarchical attention network to represent segments in a passage where neighbour segments in long passages are \\emph{recurrently connected} and can contribute to current segment-question pair's inference for answerablility classification and boundary determination. We then combine these two verifiers together into a pipeline and apply it to SQuAD2.0, NewsQA and TriviaQA benchmark sets. Our pipeline achieves significantly better improvements of both exact matching and F1 scores than state-of-the-art baselines.","['machine reading comprehension', 'BERT', 'linguistic verifiers', 'hierarchical attention networks']",machine reading comprehension ; bert ; linguistic verifiers ; hierarchical attention networks,4,7,156,4,https://openreview.net/forum?id=EVV259WQuFG,4,5.75,0.957427107756338,1.0,4.25,1.0,0.814825,0.5927283593112554,0.0,1.6227829895419872,432.75,0,4.25,0.6025,2021_4,decision=1;rating_share=1.0;confidence_share=1.0,0.24344683119122087,0.4645375056687222,0,30-70,0.5104370453836774,0.0417542467330111
EoVmlONgI9e,2021,0,Reject,1,The Emergence of Individuality in Multi-Agent Reinforcement Learning,"Individuality is essential in human society, which induces the division of labor and thus improves the efficiency and productivity. Similarly, it should also be a key to multi-agent cooperation. Inspired by that individuality is of being an individual separate from others, we propose a simple yet efficient method for the emergence of individuality (EOI) in multi-agent reinforcement learning (MARL). EOI learns a probabilistic classifier that predicts a probability distribution over agents given their observation and gives each agent an intrinsic reward of being correctly predicted by the classifier. The intrinsic reward encourages the agents to visit their own familiar observations, and learning the classifier by such observations makes the intrinsic reward signals stronger and in turn makes the agents more identifiable. To further enhance the intrinsic reward and promote the emergence of individuality, two regularizers are proposed to increase the discriminability of the classifier. We implement EOI on top of popular MARL algorithms. Empirically, we show that EOI outperforms existing methods in a variety of multi-agent cooperative scenarios.",,missingkeyword,0,9,171,3,https://openreview.net/forum?id=EoVmlONgI9e,4,5.25,0.957427107756338,1.0,4.5,1.0,0.815375,0.4254809298732288,0.0,1.1543131341430677,560.75,0,4.5,0.405,2021_3,decision=1;rating_share=1.0;confidence_share=1.0,0.24511830708074134,0.4645375056687222,0,30-70,0.6008162693790998,0.40886739095994173
Ew0zR07CYRd,2021,0,Reject,1,Bounded Myopic Adversaries for Deep Reinforcement Learning Agents,"Adversarial attacks against deep neural networks have been widely studied. Adversarial examples for deep reinforcement learning (DeepRL) have significant security implications, due to the deployment of these algorithms in many application domains. In this work we formalize an optimal myopic adversary for deep reinforcement learning agents. Our adversary attempts to find a bounded perturbation of the state which minimizes the value of the action taken by the agent. We show with experiments in various games in the Atari environment that our attack formulation achieves significantly larger impact as compared to the current state-of-the-art. Furthermore, this enables us to lower the bounds by several orders of magnitude on the perturbation needed to efficiently achieve significant impacts on DeepRL agents.","['deep reinforcement learning', 'adversarial']",deep reinforcement learning ; adversarial,2,8,121,1,https://openreview.net/forum?id=Ew0zR07CYRd,4,5.75,0.5,1.0,3.75,1.0,0.11605,0.4488714573678005,0.0,1.410496428345279,615.75,0,3.75,0.6025,2021_1,decision=1;rating_share=1.0;confidence_share=1.0,-1.8801632864447384,0.4645375056687222,0,30-70,0.8081402353958486,1.4379708896453833
F9sPTWSKznC,2021,0,Reject,1,DiP Benchmark Tests: Evaluation Benchmarks for Discourse Phenomena in MT,"Despite increasing instances of machine translation (MT) systems including extrasentential context information, the evidence for translation quality improvement is sparse, especially for discourse phenomena. Popular metrics like BLEU are not expressive or sensitive enough to capture quality improvements or drops that are minor in size but significant in perception. We introduce the first of their kind MT benchmark testsets that aim to track and hail improvements across four main discourse phenomena: anaphora, lexical consistency, coherence and readability, and discourse connective translation. We also introduce evaluation methods for these tasks, and evaluate several competitive baseline MT systems on the curated datasets. Surprisingly, we find that the complex context-aware models that we test do not improve discourse-related translations consistently across languages and phenomena. Our evaluation benchmark is available as a leaderboard at <dipbenchmark1.github.io>.","['machine translation', 'discourse', 'evaluation', 'benchmark', 'testsets', 'leaderboard']",machine translation ; discourse ; evaluation ; benchmark ; testsets ; leaderboard,6,10,135,4,https://openreview.net/forum?id=F9sPTWSKznC,4,5.25,1.5000000000000002,1.0,3.75,1.0,0.613425,-0.0523012552301255,0.0,1.542446771251927,385.0,0,3.75,0.405,2021_4,decision=1;rating_share=1.0;confidence_share=1.0,-0.36861724908051496,0.4645375056687222,0,30-70,0.389958197567976,-0.44748793574071627
FOR2VqgJXb,2021,0,Reject,1,Evaluating representations by the complexity of learning low-loss predictors,"We consider the problem of evaluating representations of data for use in solving a downstream task. We propose to measure the quality of a representation by the complexity of learning a predictor on top of the representation that achieves low loss on a task of interest. To this end, we introduce two measures: surplus description length (SDL) and $\\varepsilon$ sample complexity ($\\varepsilon$SC). To compare our methods to prior work, we also present a framework based on plotting the validation loss versus dataset size (the ""loss-data"" curve). Existing measures, such as mutual information and minimum description length, correspond to slices and integrals along the data-axis of the loss-data curve, while ours correspond to slices and integrals along the loss-axis. This analysis shows that prior methods measure properties of an evaluation dataset of a specified size, whereas our methods measure properties of a predictor with a specified loss. We conclude with experiments on real data to compare the behavior of these methods over datasets of varying size.","['representation learning', 'representation evaluation', 'unsupervised learning', 'self-supervised learning']",representation learning ; representation evaluation ; unsupervised learning ; self supervised learning,4,10,170,11,https://openreview.net/forum?id=FOR2VqgJXb,3,5.0,1.7320508075688772,1.0,3.333333333333333,1.0,0.5894333333333334,0.0181181564002068,0.0,0.771409230939257,285.3333333333333,0,3.333333333333333,0.337,2021_11,decision=1;rating_share=1.0;confidence_share=1.0,-0.4415290534127859,0.4645375056687222,0,30-70,0.3029547068804956,-0.8332670795108393
FP9kKyNWwwE,2021,0,Reject,1,Zero-shot Transfer Learning for Gray-box Hyper-parameter Optimization,"Zero-shot hyper-parameter optimization refers to the process of selecting hyper- parameter configurations that are expected to perform well for a given dataset upfront, without access to any observations of the losses of the target response. Existing zero-shot approaches are posed as initialization strategies for Bayesian Optimization and they often rely on engineered meta-features to measure dataset similarity, operating under the assumption that the responses of similar datasets behaves similarly with respect to the same hyper-parameters. Solutions for zero- shot HPO are embarrassingly parallelizable and thus can reduce vastly the required wallclock time of learning a single model. We propose a very simple HPO model called Gray-box Zero(0)-Shot Initialization (GROSI) as a conditional parametric surrogate that learns a universal response model by exploiting the relationship between the hyper-parameters and the dataset meta-features directly. In contrast to existing HPO solutions, we achieve transfer of knowledge without engineered meta- features, but rather through a shared model that is trained simultaneously across all datasets. We design and optimize a novel loss function that allows us to regress from the dataset/hyper-parameter pair unto the response. Experiments on 120 datasets demonstrate the strong performance of GROSI, compared to conventional initialization strategies. We also show that by fine-tuning GROSI to the target dataset, we can outperform state-of-the-art sequential HPO algorithms.","['Hyper-parameter Optimization', 'Transfer Learning', 'Meta-learning']",hyper parameter optimization ; transfer learning ; meta learning,3,10,227,4,https://openreview.net/forum?id=FP9kKyNWwwE,5,5.8,1.0954451150103324,1.0,3.2,1.0,0.92094,0.13522132925118,0.0,1.535996630178894,432.2,0,3.2,0.6415,2021_4,decision=1;rating_share=1.0;confidence_share=1.0,0.5659353112211872,0.4645375056687222,1,30-70,0.43480325366069,-0.26228025580075137
G67PtYbCImX,2021,0,Reject,1,Similarity Search for Efficient Active Learning and Search of Rare Concepts,"Many active learning and search approaches are intractable for industrial settings with billions of unlabeled examples. Existing approaches, such as uncertainty sampling or information density, search globally for the optimal examples to label, scaling linearly or even quadratically with the unlabeled data. However, in practice, data is often heavily skewed; only a small fraction of collected data will be relevant for a given learning task. For example, when identifying rare classes, detecting malicious content, or debugging model performance, positive examples can appear in less than 1% of the data. In this work, we exploit this skew in large training datasets to reduce the number of unlabeled examples considered in each selection round by only looking at the nearest neighbors to the labeled examples. Empirically, we observe that learned representations can effectively cluster unseen concepts, making active learning very effective and substantially reducing the number of viable unlabeled examples. We evaluate several selection strategies in this setting on three large-scale computer vision datasets: ImageNet, OpenImages, and a proprietary dataset of 10 billion images from a large internet company. For rare classes, active learning methods need as little as 0.31% of the labeled data to match the average precision of full supervision. By limiting the selection strategies to the immediate neighbors of the labeled data as candidates for labeling, we process as little as 0.1% of the unlabeled data while achieving similar reductions in labeling costs as the traditional global approach. This process of expanding the candidate pool with the nearest neighbors of the labeled set can be done efficiently and reduces the computational complexity of selection by orders of magnitude.","['active learning', 'active search']",active learning ; active search,2,11,266,4,https://openreview.net/forum?id=G67PtYbCImX,3,5.666666666666667,2.0816659994661326,1.0,4.0,1.0,0.9836333333333332,0.2153657984411338,0.0,1.3017502697585257,658.6666666666666,0,4.0,0.557,2021_4,decision=1;rating_share=1.0;confidence_share=1.0,0.7564633023127263,0.4645375056687222,1,30-70,0.5809101795378211,0.32651088298694136
GIeGTl8EYx,2021,0,Reject,1,Deep Graph Neural Networks with Shallow Subgraph Samplers,"While Graph Neural Networks (GNNs) are powerful models for learning representations on graphs, most state-of-the-art models do not have significant accuracy gain beyond two to three layers. Deep GNNs fundamentally need to address: 1). expressivity challenge due to oversmoothing, and 2). computation challenge due to neighborhood explosion. We propose a simple ""deep GNN, shallow sampler"" design principle to improve both the GNN accuracy and efficiency --- to generate representation of a target node, we use a deep GNN to pass messages only within a shallow, localized subgraph. A properly sampled subgraph may exclude irrelevant or even noisy nodes, and still preserve the critical neighbor features and graph structures. The deep GNN then smooths the informative local signals to enhance feature learning, rather than oversmoothing the global graph signals into just ""white noise"". We theoretically justify why the combination of deep GNNs with shallow samplers yields the best learning performance. We then propose various sampling algorithms and neural architecture extensions to achieve good empirical results. Experiments on five large graphs show that our models achieve significantly higher accuracy and efficiency, compared with state-of-the-art.","['Graph Neural Networks', 'Graph Sampling', 'Network Embedding']",graph neural networks ; graph sampling ; network embedding,3,8,185,12,https://openreview.net/forum?id=GIeGTl8EYx,4,5.75,0.957427107756338,1.0,3.25,1.0,0.981025,0.376435561966819,0.0,1.1482521937578754,436.75,0,3.25,0.6025,2021_12,decision=1;rating_share=1.0;confidence_share=1.0,0.7485364545336365,0.4645375056687222,1,30-70,0.46905575145049094,-0.12393538800412328
GafvgJTFkgb,2021,0,Reject,1,A Technical and Normative Investigation of Social Bias Amplification,"The conversation around the fairness of machine learning models is growing and evolving. In this work, we focus on the issue of bias amplification: the tendency of models trained from data containing social biases to further amplify these biases. This problem is brought about by the algorithm, on top of the level of bias already present in the data. We make two main contributions regarding its measurement. First, building off of Zhao et al. (2017), we introduce and analyze a new, decoupled metric for measuring bias amplification, $\\text{BiasAmp}_{\\rightarrow}, which possesses a number of attractive properties, including the ability to pinpoint the cause of bias amplification. Second, we thoroughly analyze and discuss the normative implications of this metric. We provide suggestions about its measurement by cautioning against predicting sensitive attributes, encouraging the use of confidence intervals due to fluctuations in the fairness of models across runs, and discussing what bias amplification means in the context of domains where labels either don't exist at test time or correspond to uncertain future events. Throughout this paper, we work to provide a deeply interrogative look at the technical measurement of bias amplification, guided by our normative ideas of what we want it to encompass.","['bias amplification', 'fairness', 'societal considerations']",bias amplification ; fairness ; societal considerations,3,9,201,4,https://openreview.net/forum?id=GafvgJTFkgb,3,5.666666666666667,1.1547005383792517,1.0,4.0,1.0,0.9221,0.8296330627766202,0.0,1.386474957411157,371.3333333333333,0,4.0,0.557,2021_4,decision=1;rating_share=1.0;confidence_share=1.0,0.56946060582454,0.4645375056687222,1,30-70,0.40534788085835555,-0.38323089735627164
Gc4MQq-JIgj,2021,0,Reject,1,Reconnaissance for reinforcement learning with safety constraints,"Practical reinforcement learning problems are often formulated as constrained Markov decision process (CMDP) problems, in which the agent has to maximize the expected return while satisfying a set of prescribed safety constraints. In this study, we consider a situation in which the agent has access to the generative model which provides us with a next state sample for any given state-action pair, and propose a model to solve a CMDP problem by decomposing the CMDP into a pair of MDPs; \\textit{reconnaissance} MDP (R-MDP) and \\textit{planning} MDP (P-MDP). In R-MDP, we train threat function, the Q-function analogue of danger that can determine whether a given state-action pair is safe or not. In P-MDP, we train a reward-seeking policy while using a fixed threat function to determine the safeness of each action. With the help of generative model, we can efficiently train the threat function by preferentially sampling rare dangerous events. Once the threat function for a baseline policy is computed, we can solve other CMDP problems with different reward and different danger-constraint without the need to re-train the model. We also present an efficient approximation method for the threat function that can greatly reduce the difficulty of solving R-MDP. We will demonstrate the efficacy of our method over classical approaches in benchmark dataset and complex collision-free navigation tasks.","['Reinforcement Learning', 'Safety constraints', 'Constrained Markov Decision Process']",reinforcement learning ; safety constraints ; constrained markov decision process,3,7,231,1,https://openreview.net/forum?id=Gc4MQq-JIgj,3,5.333333333333333,1.5275252316519463,1.0,3.0,1.0,0.8855333333333334,0.8538141669913034,0.0,0.9424666492608068,314.0,0,3.0,0.4445,2021_1,decision=1;rating_share=1.0;confidence_share=1.0,0.4583327845636837,0.4645375056687222,0,30-70,0.4765973296420038,-0.09367913031232257
H8hgu4XsTXi,2021,0,Reject,1,Estimating Treatment Effects via Orthogonal Regularization,"Decision-making often requires accurate estimation of causal effects from observational data. This is challenging as outcomes of alternative decisions are not observed and have to be estimated. Previous methods estimate outcomes based on unconfoundedness but neglect any constraints that unconfoundedness imposes on the outcomes. In this paper, we propose a novel regularization framework in which we formalize unconfoundedness as an orthogonality constraint. We provide theoretical guarantees that this yields an asymptotically normal estimator for the average causal effect. Compared to other estimators, its asymptotic variance is strictly smaller. Based on our regularization framework, we develop deep orthogonal networks for unconfounded treatments (DONUT) which learn outcomes that are orthogonal to the treatment assignment. Using a variety of benchmark datasets for causal inference, we demonstrate that DONUT outperforms the state-of-the-art substantially.","['Treatment Effects', 'Regularization', 'Neural Networks']",treatment effects ; regularization ; neural networks,3,6,133,12,https://openreview.net/forum?id=H8hgu4XsTXi,4,5.0,1.632993161855452,1.0,3.75,1.0,0.969625,0.6094831485803864,0.0,1.6161970616822428,517.75,0,3.75,0.337,2021_12,decision=1;rating_share=1.0;confidence_share=1.0,0.7138913179144813,0.4645375056687222,1,30-70,0.4919056545412018,-0.032380210700260745
H92-E4kFwbR,2021,0,Reject,1,Composite Adversarial Training for Multiple Adversarial Perturbations and Beyond,"One intriguing property of deep neural networks (DNNs) is their vulnerability to adversarial perturbations. Despite the plethora of work on defending against individual perturbation models, improving DNN robustness against the combinations of multiple perturbations is still fairly under-studied. In this paper, we propose \\underline{c}omposite \\underline{a}dversarial \\underline{t}raining (CAT), a novel training method that flexibly integrates and optimizes multiple adversarial losses, leading to significant robustness improvement with respect to individual perturbations as well as their ``compositions''. Through empirical evaluation on benchmark datasets and models, we show that CAT outperforms existing adversarial training methods by large margins in defending against the compositions of pixel perturbations and spatial transformations, two major classes of adversarial perturbation models, while incurring limited impact on clean inputs.","['adversarial examples', 'deep learning', 'robustness']",adversarial examples ; deep learning ; robustness,3,9,126,2,https://openreview.net/forum?id=H92-E4kFwbR,4,5.25,0.4999999999999999,1.0,3.25,1.0,-0.5283,0.9099745070728498,0.0,1.8138943552085507,439.25,0,3.25,0.405,2021_2,decision=1;rating_share=1.0;confidence_share=1.0,-3.8383732671949518,0.4645375056687222,0,30-70,0.11924975750259037,-1.9995539963067623
HIGSa_3kOx3,2021,1,Accept (Poster),1,Reset-Free Lifelong Learning with Skill-Space Planning,"The objective of \\textit{lifelong} reinforcement learning (RL) is to optimize agents which can continuously adapt and interact in changing environments. However, current RL approaches fail drastically when environments are non-stationary and interactions are non-episodic. We propose \\textit{Lifelong Skill Planning} (LiSP), an algorithmic framework for lifelong RL based on planning in an abstract space of higher-order skills. We learn the skills in an unsupervised manner using intrinsic rewards and plan over the learned skills using a learned dynamics model. Moreover, our framework permits skill discovery even from offline data, thereby reducing the need for excessive real-world interactions. We demonstrate empirically that LiSP successfully enables long-horizon planning and learns agents that can avoid catastrophic failures even in challenging non-stationary and non-episodic environments derived from gridworld and MuJoCo benchmarks.","['reset-free', 'lifelong', 'reinforcement learning']",reset free ; lifelong ; reinforcement learning,3,8,135,1,https://openreview.net/forum?id=HIGSa_3kOx3,4,6.0,0.816496580927726,1.0,3.0,1.0,0.982675,0.3079662482551218,0.0,1.7268760717842375,565.75,0,3.0,0.687,2021_1,decision=1;rating_share=1.0;confidence_share=1.0,0.7535508822021981,0.4645375056687222,1,30-70,0.7694486805117807,1.2052007772067574
HK_B2K0026,2021,0,Reject,1,Attention Based Joint Learning for Supervised Electrocardiogram Arrhythmia Differentiation with Unsupervised Abnormal Beat Segmentation,"Deep learning has shown great promise in arrhythmia classification in electrocar- diogram (ECG). Existing works, when classifying an ECG segment with multiple beats, do not identify the locations of the anomalies, which reduces clinical inter- pretability. On the other hand, segmenting abnormal beats by deep learning usu- ally requires annotation for a large number of regular and irregular beats, which can be laborious, sometimes even challenging, with strong inter-observer variabil- ity between experts. In this work, we propose a method capable of not only dif- ferentiating arrhythmia but also segmenting the associated abnormal beats in the ECG segment. The only annotation used in the training is the type of abnormal beats and no segmentation labels are needed. Imitating human’s perception of an ECG signal, the framework consists of a segmenter and classifier. The segmenter outputs an attention map, which aims to highlight the abnormal sections in the ECG by element-wise modulation. Afterwards, the signals are sent to a classifier for arrhythmia differentiation. Though the training data is only labeled to super- vise the classifier, the segmenter and the classifier are trained in an end-to-end manner so that optimizing classification performance also adjusts how the abnor- mal beats are segmented. Validation of our method is conducted on two dataset. We observe that involving the unsupervised segmentation in fact boosts the clas- sification performance. Meanwhile, a grade study performed by experts suggests that the segmenter also achieves satisfactory quality in identifying abnormal beats, which significantly enhances the interpretability of the classification results.","['interpretability', 'multitask learning', 'attention mechanism', 'electrocardiography']",interpretability ; multitask learning ; attention mechanism ; electrocardiography,4,14,255,4,https://openreview.net/forum?id=HK_B2K0026,4,5.0,0.8164965809277259,1.0,4.0,1.0,0.4181749999999999,0.352499021335342,0.0,1.0207009823249091,384.0,0,4.0,0.337,2021_4,decision=1;rating_share=1.0;confidence_share=1.0,-0.9619911898603385,0.4645375056687222,0,30-70,0.34070897212682505,-0.660136398751154
HWX5j6Bv_ih,2021,0,Reject,1,Cross-Node Federated Graph Neural Network for Spatio-Temporal Data Modeling,"Vast amount of data generated from networks of sensors, wearables, and the Internet of Things (IoT) devices underscores the need for advanced modeling techniques that leverage the spatio-temporal structure of decentralized data due to the need for edge computation and licensing (data access) issues. While federated learning (FL) has emerged as a framework for model training without requiring direct data sharing and exchange, effectively modeling the complex spatio-temporal dependencies to improve forecasting capabilities still remains an open problem. On the other hand, state-of-the-art spatio-temporal forecasting models assume unfettered access to the data, neglecting constraints on data sharing. To bridge this gap, we propose a federated spatio-temporal model -- Cross-Node Federated Graph Neural Network (CNFGNN) -- which explicitly encodes the underlying graph structure using graph neural network (GNN)-based architecture under the constraint of cross-node federated learning, which requires that data in a network of nodes is generated locally on each node and remains decentralized. CNFGNN operates by disentangling the temporal dynamics modeling on devices and spatial dynamics on the server, utilizing alternating optimization to reduce the communication cost, facilitating computations on the edge devices. Experiments on the traffic flow forecasting task show that CNFGNN achieves the best forecasting performance in both transductive and inductive learning settings with no extra computation cost on edge devices, while incurring modest communication cost.","['Federated Learning', 'Graph Neural Network', 'Spatio-Temporal Data Modeling']",federated learning ; graph neural network ; spatio temporal data modeling,3,11,226,9,https://openreview.net/forum?id=HWX5j6Bv_ih,4,5.0,1.4142135623730951,1.0,2.75,1.0,0.867875,0.8581426153903647,0.0,0.6777691859585366,670.0,0,2.75,0.337,2021_9,decision=1;rating_share=1.0;confidence_share=1.0,0.404668278353165,0.4645375056687222,0,30-70,0.5844407188798892,0.34103007554063614
Hf3qXoiNkR,2021,1,Accept (Poster),1,Learning from others' mistakes: Avoiding dataset biases without modeling them,"State-of-the-art natural language processing (NLP) models often learn to model dataset biases and surface form correlations instead of features that target the intended underlying task. Previous work has demonstrated effective methods to circumvent these issues when knowledge of the bias is available. We consider cases where the bias issues may not be explicitly identified, and show a method for training models that learn to ignore these problematic correlations. Our approach relies on the observation that models with limited capacity primarily learn to exploit biases in the dataset. We can leverage the errors of such limited capacity models to train a more robust model in a product of experts, thus bypassing the need to hand-craft a biased model. We show the effectiveness of this method to retain improvements in out-of-distribution settings even if no particular bias is targeted by the biased model.","['dataset bias', 'product of experts', 'natural language processing']",dataset bias ; product of experts ; natural language processing,3,10,147,10,https://openreview.net/forum?id=Hf3qXoiNkR,4,5.5,2.380476142847617,1.0,4.25,1.0,0.1135999999999999,-0.6569582275729813,0.0,1.3969721085993103,525.5,0,4.25,0.5015,2021_10,decision=1;rating_share=1.0;confidence_share=1.0,-1.887608951770785,0.4645375056687222,0,30-70,0.5961383111477105,0.3894002408078394
Hrtbm8u0RXu,2021,0,Reject,1,Provable Memorization via Deep Neural Networks using Sub-linear Parameters,"It is known that $\\Theta(N)$ parameters are sufficient for neural networks to memorize arbitrary $N$ input-label pairs. By exploiting depth, we show that $\\Theta(N^{2/3})$ parameters suffice to memorize $N$ pairs, under a mild condition on the separation of input points. In particular, deeper networks (even with width $3$) are shown to memorize more pairs than shallow networks, which also agrees with the recent line of works on the benefits of depth for function approximation. We also provide empirical results that support our theoretical findings.",['memorization'],memorization,1,10,86,4,https://openreview.net/forum?id=Hrtbm8u0RXu,3,6.0,1.0,1.0,3.6666666666666665,1.0,0.8015333333333333,0.3378750311265648,0.0,0.4972986568078593,526.3333333333334,0,3.6666666666666665,0.687,2021_4,decision=1;rating_share=1.0;confidence_share=1.0,0.20305283052780557,0.4645375056687222,0,30-70,0.5786027426786045,0.31704013987214313
I-VfjSBzi36,2021,0,Reject,1,EarlyBERT: Efficient BERT Training via Early-bird Lottery Tickets,"Deep, heavily overparameterized language models such as BERT, XLNet and T5 have achieved impressive success in many NLP tasks. However, their high model complexity requires enormous computation resources and extremely long training time for both pre-training and fine-tuning. Many works have studied model compression on large NLP models, but only focus on reducing inference cost/time, while still requiring expensive training process. Other works use extremely large batch sizes to shorten the pre-training time at the expense of high demand for computation resources. In this paper, inspired by the Early-Bird Lottery Tickets studied for computer vision tasks, we propose EarlyBERT, a general computationally-efficient training algorithm applicable to both pre-training and fine-tuning of large-scale language models. We are the first to identify structured winning tickets in the early stage of BERT training, and use them for efficient training. Comprehensive pre-training and fine-tuning experiments on GLUE and SQuAD downstream tasks show that EarlyBERT easily achieves comparable performance to standard BERT with 35~45% less training time.","['Natural Language Processing', 'Lottery Tickets Hypothesis', 'Efficient Training']",natural language processing ; lottery tickets hypothesis ; efficient training,3,9,172,10,https://openreview.net/forum?id=I-VfjSBzi36,5,5.2,1.4832396974191326,1.0,3.6,1.0,0.94998,0.7935042457695463,0.0,1.9273638715025647,476.4,0,3.6,0.379,2021_10,decision=1;rating_share=1.0;confidence_share=1.0,0.6541892381878767,0.4645375056687222,1,30-70,0.5440379235423326,0.17660931642721986
IJxaSrLIbkx,2021,0,Reject,1,"On Relating ""Why?"" and ""Why Not?"" Explanations","Explanations of Machine Learning (ML) models often address a ‘Why?’ question. Such explanations can be related with selecting feature-value pairs which are sufficient for the prediction. Recent work has investigated explanations that address a ‘Why Not?’ question, i.e. finding a change of feature values that guarantee a change of prediction. Given their goals, these two forms of explaining predictions of ML models appear to be mostly unrelated. However, this paper demonstrates otherwise, and establishes a rigorous formal relationship between ‘Why?’ and ‘Why Not?’ explanations. Concretely, the paper proves that, for any given instance, ‘Why?’ explanations are minimal hitting sets of ‘Why Not?’ explanations and vice-versa. Furthermore, the paper devises novel algorithms for extracting and enumerating both forms of explanations.","['Explanability', 'contrastive explanations', 'duality']",explanability ; contrastive explanations ; duality,3,7,122,4,https://openreview.net/forum?id=IJxaSrLIbkx,4,6.0,1.414213562373095,1.0,3.0,1.0,0.85215,0.1682114270876844,0.0,1.0616570495984383,264.25,0,3.0,0.687,2021_4,decision=1;rating_share=1.0;confidence_share=1.0,0.3568792631482343,0.4645375056687222,0,30-70,0.3384612720769398,-0.6701588520552737
INhwJdJtxn6,2021,0,Reject,1,Coverage as a Principle for Discovering Transferable Behavior in Reinforcement Learning,"Designing agents that acquire knowledge autonomously and use it to solve new tasks efficiently is an important challenge in reinforcement learning. Unsupervised learning provides a useful paradigm for autonomous acquisition of task-agnostic knowledge. In supervised settings, representations discovered through unsupervised pre-training offer important benefits when transferred to downstream tasks. Given the nature of the reinforcement learning problem, we explore how to transfer knowledge through behavior instead of representations. The behavior of pre-trained policies may be used for solving the task at hand (exploitation), as well as for collecting useful data to solve the problem (exploration). We argue that pre-training policies to maximize coverage will result in behavior that is useful for both strategies. When using these policies for both exploitation and exploration, our agents discover solutions that lead to larger returns. The largest gains are generally observed in domains requiring structured exploration, including settings where the behavior of the pre-trained policies is misaligned with the downstream task.","['deep reinforcement learning', 'transfer learning', 'unsupervised learning', 'exploration']",deep reinforcement learning ; transfer learning ; unsupervised learning ; exploration,4,11,162,1,https://openreview.net/forum?id=INhwJdJtxn6,4,5.25,1.8929694486000912,1.0,3.75,1.0,0.88275,0.6766575646635932,0.0,0.6766575646635932,441.0,0,3.75,0.405,2021_1,decision=1;rating_share=1.0;confidence_share=1.0,0.4498741035470186,0.4645375056687222,0,30-70,0.5912721557183575,0.3692268946277307
IU8QxEiG4hR,2021,0,Reject,1,SBEVNet: End-to-End Deep Stereo Layout Estimation,"Accurate layout estimation is crucial for planning and navigation, for robotics applications such as self driving. In this paper, we introduce stereo bird's eye view network SBEVNet, a novel supervised end-to-end framework for estimation of bird's eye view layout from a pair of stereo images. Although our network reuses the building blocks from the state-of-the-art deep learning networks for disparity estimation, we show that accurate depth estimation is neither sufficient nor necessary. Instead, the learning of a good internal bird's eye view feature representation is essential for layout estimation. Specifically, we first generate a disparity feature volume using the features of the stereo images and then project it to the bird's eye view coordinates. This gives us coarse grained scene structural information. We also apply inverse perspective mapping (IPM) to map the input images and their features to the bird's eye view. This gives us fine grained texture information. The concatenated IPM features with the projected feature volume creates a rich bird's eye view representation which is capable of spatial reasoning. We use this representation to estimate the BEV semantic map. Additionally, we show that using the IPM features as a supervisory signal for stereo features can give an improvement in performance. We demonstrate our approach on two datasets: KITTI dataset and synthetically generated dataset using the CARLA simulator. For both of the datasets, we establish state-of-the-art performance beyond other baselines.","['Layout Estimation', 'Deep Stereo', 'Computer Vision']",layout estimation ; deep stereo ; computer vision,3,8,239,7,https://openreview.net/forum?id=IU8QxEiG4hR,4,5.25,0.5,1.0,4.5,1.0,0.9261,0.284356479083696,0.0,1.2075387077829822,656.25,0,4.5,0.405,2021_7,decision=1;rating_share=1.0;confidence_share=1.0,0.5816167941119628,0.4645375056687222,1,30-70,0.6921646874529318,0.8102589745035458
